,Time,Total Load,Power,Power Generation (MW),Net Load,Load Reduction %
0,2016-01-14 00:00:00,5323.654545454546,0.0,0.0,5323.654545454546,0.0
1,2016-01-14 01:00:00,5058.983333333333,4295465000.0,4295.46496,763.5183733333324,84.90767169951803
2,2016-01-14 02:00:00,4888.408333333334,4103731200.0,4103.7312,784.6771333333336,83.94820809090892
3,2016-01-14 03:00:00,4806.733333333333,4024599600.0,4024.599552,782.1337813333325,83.7283717008086
4,2016-01-14 04:00:00,4825.533333333334,3713403000.0,3713.40288,1112.1304533333337,76.9532116657226
5,2016-01-14 05:00:00,5056.908333333334,2987264500.0,2987.264512,2069.6438213333336,59.07294170845493
6,2016-01-14 06:00:00,5601.378571428571,2272023000.0,2272.02304,3329.3555314285713,40.561854747492006
7,2016-01-14 07:00:00,6201.841666666666,2335724500.0,2335.724544,3866.117122666666,37.66178934483172
8,2016-01-14 08:00:00,6517.641666666666,3062702600.0,3062.702592,3454.9390746666663,46.99096312188586
9,2016-01-14 09:00:00,6739.083333333333,3186318300.0,3186.318336,3552.764997333333,47.28118318762443
10,2016-01-14 10:00:00,6805.566666666666,4083233500.0,4083.233536,2722.3331306666655,59.99843563357449
11,2016-01-14 11:00:00,6846.274999999999,4901585000.0,4901.584896,1944.6901039999984,71.59491688545963
12,2016-01-14 12:00:00,6817.900000000001,5017941000.0,5017.940992,1799.9590080000007,73.59950999574649
13,2016-01-14 13:00:00,6799.391666666666,5354027000.0,5354.027008,1445.3646586666664,78.74273568101067
14,2016-01-14 14:00:00,6741.966666666667,5682332000.0,5682.33216,1059.6345066666672,84.28300584893626
15,2016-01-14 15:00:00,6772.291666666665,6757156000.0,6757.15584,15.135826666664798,99.77650362075863
16,2016-01-14 16:00:00,6906.133333333334,7967884300.0,7967.884288,-1061.750954666666,115.37402919144336
17,2016-01-14 17:00:00,7042.766666666666,8589880300.0,8589.88032,-1547.1136533333338,121.96741318515924
18,2016-01-14 18:00:00,6920.566666666667,8687837000.0,8687.837184,-1767.2705173333334,125.53650015172168
19,2016-01-14 19:00:00,6704.950000000001,8521118700.0,8521.11872,-1816.1687199999997,127.08698379555403
20,2016-01-14 20:00:00,6475.400000000001,8156365300.0,8156.365312,-1680.9653119999994,125.9592505791148
21,2016-01-14 21:00:00,6235.100000000001,7317077500.0,7317.077504,-1081.9775039999986,117.3530096389793
22,2016-01-14 22:00:00,5879.325000000001,6841215500.0,6841.215488,-961.8904879999991,116.36055989420552
23,2016-01-14 23:00:00,5440.708333333333,5863350300.0,5863.350272,-422.64193866666665,107.76814180751589
24,2016-01-15 00:00:00,5060.125,4468986400.0,4468.986368,591.1386320000001,88.31770693411724
25,2016-01-15 01:00:00,4803.333333333333,3125499400.0,3125.499392,1677.8339413333329,65.06938359472589
26,2016-01-15 02:00:00,4644.591666666666,2561702000.0,2561.701888,2082.889778666666,55.154512427536694
27,2016-01-15 03:00:00,4583.858333333334,2031475800.0,2031.47584,2552.3824933333335,44.318032807151184
28,2016-01-15 04:00:00,4602.416666666667,1785375500.0,1785.375488,2817.0411786666673,38.792130684966224
29,2016-01-15 05:00:00,4823.884615384616,1421286400.0,1421.2864,3402.598215384616,29.463523971264777
30,2016-01-15 06:00:00,5331.099999999999,1445463600.0,1445.463552,3885.6364479999993,27.113795501866406
31,2016-01-15 07:00:00,5884.641666666666,1079139200.0,1079.1392,4805.502466666667,18.338231299838423
32,2016-01-15 08:00:00,6222.575000000001,870977600.0,870.9776,5351.597400000001,13.997060702361964
33,2016-01-15 09:00:00,6414.600000000001,631802900.0,631.80288,5782.797120000001,9.849450940043024
34,2016-01-15 10:00:00,6485.491666666666,241927920.0,241.92792,6243.563746666666,3.7302942079693273
35,2016-01-15 11:00:00,6497.858333333333,37384430.0,37.384432,6460.473901333333,0.5753346730910057
36,2016-01-15 12:00:00,6471.874999999999,14781836.0,14.781836,6457.093163999999,0.22840113568324485
37,2016-01-15 13:00:00,6435.924999999999,2763252.8,2.76325275,6433.161747249999,0.04293481900426124
38,2016-01-15 14:00:00,6416.841666666666,1002108.7,1.0021086875,6415.839557979166,0.015616852332598723
39,2016-01-15 15:00:00,6433.266666666666,0.0,0.0,6433.266666666666,0.0
40,2016-01-15 16:00:00,6541.808333333334,25007684.0,25.007684,6516.800649333334,0.38227478895361494
41,2016-01-15 17:00:00,6678.758333333334,43168290.0,43.168288,6635.590045333334,0.6463519990617017
42,2016-01-15 18:00:00,6524.700000000002,40361308.0,40.361308,6484.338692000002,0.6185925483163975
43,2016-01-15 19:00:00,6306.425,42324024.0,42.324024,6264.100976000001,0.6711254633171726
44,2016-01-15 20:00:00,6083.933333333334,45983120.0,45.98312,6037.950213333334,0.7558123582331605
45,2016-01-15 21:00:00,5846.141666666666,43408400.0,43.4084,5802.733266666666,0.7425136521665999
46,2016-01-15 22:00:00,5545.508333333332,44702530.0,44.702528,5500.8058053333325,0.8061033418938152
47,2016-01-15 23:00:00,5213.966666666666,46851770.0,46.851768,5167.114898666666,0.8985820392663296
48,2016-01-16 00:00:00,4857.866666666668,32877280.0,32.87728,4824.989386666668,0.6767843223362792
49,2016-01-16 01:00:00,4624.116666666667,15037974.0,15.037974,4609.078692666667,0.3252074954856243
50,2016-01-16 02:00:00,4480.008333333333,13048009.0,13.048009,4466.960324333333,0.2912496591338186
51,2016-01-16 03:00:00,4394.65,10852104.0,10.852104,4383.797896,0.24693898262660285
52,2016-01-16 04:00:00,4345.016666666666,9315066.0,9.315066,4335.701600666666,0.2143850464708613
53,2016-01-16 05:00:00,4394.441666666667,29659600.0,29.6596,4364.782066666667,0.674934434218985
54,2016-01-16 06:00:00,4555.125,50822700.0,50.8227,4504.3023,1.1157256935868938
55,2016-01-16 07:00:00,4751.385714285714,98155860.0,98.155856,4653.229858285714,2.065836408626656
56,2016-01-16 08:00:00,5057.216666666666,103812800.0,103.8128,4953.4038666666665,2.0527655199006043
57,2016-01-16 09:00:00,5318.491666666667,102805890.0,102.805888,5215.685778666667,1.932989547475083
58,2016-01-16 10:00:00,5479.275000000001,90358380.0,90.358384,5388.916616,1.6490937943432296
59,2016-01-16 11:00:00,5581.724999999999,74282980.0,74.282976,5507.442023999999,1.3308247181650836
60,2016-01-16 12:00:00,5576.791666666665,74805630.0,74.805632,5501.986034666666,1.3413739739844448
61,2016-01-16 13:00:00,5554.583333333333,74864370.0,74.864368,5479.7189653333335,1.3477944880354062
62,2016-01-16 14:00:00,5514.8583333333345,48925320.0,48.92532,5465.933013333334,0.8871546111036395
63,2016-01-16 15:00:00,5526.141666666666,21519146.0,21.519146,5504.622520666667,0.38940633986642276
64,2016-01-16 16:00:00,5634.233333333334,15418790.0,15.41879,5618.814543333334,0.27366261011554366
65,2016-01-16 17:00:00,5825.425,45102080.0,45.10208,5780.3229200000005,0.7742281464442508
66,2016-01-16 18:00:00,5855.0,53410960.0,53.41096,5801.58904,0.9122281810418447
67,2016-01-16 19:00:00,5778.466666666667,56437984.0,56.437984,5722.028682666667,0.9766948094650252
68,2016-01-16 20:00:00,5658.099999999999,69005656.0,69.005656,5589.094343999999,1.2195906046199256
69,2016-01-16 21:00:00,5508.833333333333,58008880.0,58.00888,5450.824453333333,1.0530157020542765
70,2016-01-16 22:00:00,5322.791666666667,55442700.0,55.4427,5267.348966666667,1.04160943114124
71,2016-01-16 23:00:00,5088.433333333333,77060080.0,77.06008,5011.373253333333,1.5144166180815313
72,2016-01-17 00:00:00,4801.583333333333,73293590.0,73.293592,4728.289741333333,1.5264463180548085
73,2016-01-17 01:00:00,4578.65,71247840.0,71.24784,4507.40216,1.5560883666582945
74,2016-01-17 02:00:00,4406.858333333333,73254690.0,73.254688,4333.603645333333,1.6622882438925692
75,2016-01-17 03:00:00,4344.425,53621104.0,53.621104,4290.803896,1.2342508847545994
76,2016-01-17 04:00:00,4278.0,50607530.0,50.607528,4227.3924719999995,1.1829716690042076
77,2016-01-17 05:00:00,4329.950000000001,48583504.0,48.583504,4281.366496000001,1.1220338341089386
78,2016-01-17 06:00:00,4456.716666666666,43474240.0,43.47424,4413.242426666667,0.9754768645078777
79,2016-01-17 07:00:00,4593.741666666667,45197184.0,45.197184,4548.544482666667,0.9838860623783444
80,2016-01-17 08:00:00,4853.291666666667,43481216.0,43.481216,4809.810450666667,0.8959118673752351
81,2016-01-17 09:00:00,5126.349999999999,39321030.0,39.321032,5087.028968,0.7670375998517465
82,2016-01-17 10:00:00,5392.025000000001,45496680.0,45.49668,5346.52832,0.8437772450980846
83,2016-01-17 11:00:00,5565.891666666666,30004982.0,30.004982,5535.886684666666,0.5390867051850032
84,2016-01-17 12:00:00,5658.524999999999,19698130.0,19.69813,5638.826869999999,0.34811421704419443
85,2016-01-17 13:00:00,5700.158333333333,25347140.0,25.34714,5674.811193333333,0.4446743146023722
86,2016-01-17 14:00:00,5719.016666666666,38664110.0,38.664112,5680.352554666666,0.6760622368064441
87,2016-01-17 15:00:00,5767.316666666667,18096580.0,18.09658,5749.220086666666,0.3137781579532943
88,2016-01-17 16:00:00,5868.241666666668,13477062.0,13.477062,5854.764604666668,0.22966099158038536
89,2016-01-17 17:00:00,6057.958333333333,111974.55,0.111974546875,6057.846358786458,0.0018483875377430514
90,2016-01-17 18:00:00,6098.808333333333,0.0,0.0,6098.808333333333,0.0
91,2016-01-17 19:00:00,6033.391666666666,0.0,0.0,6033.391666666666,0.0
