,Time,Total Load,Power,Power Generation (MW),Net Load,Load Reduction %
0,2019-07-12 00:00:00,6873.163636363635,0.0,0.0,6873.163636363635,0.0
1,2019-07-12 01:00:00,6566.333333333333,1425527600.0,1425.527552,5140.805781333333,21.70964341337124
2,2019-07-12 02:00:00,6355.400000000001,1646084100.0,1646.084096,4709.315904000001,25.9005585171665
3,2019-07-12 03:00:00,6208.241666666668,1968731300.0,1968.731264,4239.510402666668,31.711575832663296
4,2019-07-12 04:00:00,6172.083333333333,2408761000.0,2408.761088,3763.322245333333,39.02671039762372
5,2019-07-12 05:00:00,6333.908333333333,2830998500.0,2830.998528,3502.9098053333328,44.69591883894752
6,2019-07-12 06:00:00,6764.908333333334,3430008300.0,3430.00832,3334.900013333334,50.70295340291627
7,2019-07-12 07:00:00,7423.358333333334,3150079000.0,3150.078976,4273.279357333334,42.43468837891206
8,2019-07-12 08:00:00,7981.950000000001,2315903200.0,2315.903232,5666.046768,29.01425381015917
9,2019-07-12 09:00:00,8409.14375,1671535100.0,1671.535104,6737.608645999999,19.87758984379355
10,2019-07-12 10:00:00,8672.083333333332,1825760500.0,1825.760512,6846.322821333332,21.053309127948882
11,2019-07-12 11:00:00,8845.3,1845777300.0,1845.77728,6999.522719999999,20.867322532870567
12,2019-07-12 12:00:00,8974.008333333333,2081956100.0,2081.956096,6892.052237333333,23.199845806546872
13,2019-07-12 13:00:00,9081.458333333334,1624923600.0,1624.923648,7456.534685333334,17.8927611442729
14,2019-07-12 14:00:00,9164.1,1014575740.0,1014.575744,8149.524256000001,11.07119896116367
15,2019-07-12 15:00:00,9223.791666666666,899866100.0,899.866112,8323.925554666666,9.755924076776092
16,2019-07-12 16:00:00,9257.208333333334,649290430.0,649.290432,8607.917901333334,7.0138902422886655
17,2019-07-12 17:00:00,9188.158333333333,467141250.0,467.141248,8721.017085333333,5.0841662828695275
18,2019-07-12 18:00:00,8824.65,414016700.0,414.016704,8410.633296,4.691593479628088
19,2019-07-12 19:00:00,8444.407142857142,427737860.0,427.737856,8016.669286857143,5.065339090877564
20,2019-07-12 20:00:00,8095.850000000001,582092600.0,582.092608,7513.757392000001,7.190012265543457
21,2019-07-12 21:00:00,7927.383333333334,432347900.0,432.347904,7495.035429333334,5.453853886212979
22,2019-07-12 22:00:00,7618.075000000001,255281060.0,255.281056,7362.793944000001,3.350991635025909
23,2019-07-12 23:00:00,7224.816666666667,181292000.0,181.292,7043.524666666666,2.5092955069217444
24,2019-07-13 00:00:00,6820.557142857142,100234790.0,100.234792,6720.322350857142,1.469598302610386
25,2019-07-13 01:00:00,6456.933333333333,53971616.0,53.971616,6402.961717333334,0.835870733268631
26,2019-07-13 02:00:00,6180.733333333334,31160254.0,31.160254,6149.573079333333,0.5041514059820301
27,2019-07-13 03:00:00,5980.858333333333,46667060.0,46.66706,5934.191273333333,0.7802736229331632
28,2019-07-13 04:00:00,5837.191666666666,53336990.0,53.336992,5783.854674666666,0.9137440578588736
29,2019-07-13 05:00:00,5789.191666666666,34803540.0,34.80354,5754.388126666666,0.6011813393637282
30,2019-07-13 06:00:00,5875.708333333333,34664750.0,34.664752,5841.043581333333,0.5899672011175958
31,2019-07-13 07:00:00,6190.766666666666,15470354.0,15.470354,6175.296312666666,0.249893992666498
32,2019-07-13 08:00:00,6590.966666666667,20578374.0,20.578374,6570.388292666667,0.31222087807049037
33,2019-07-13 09:00:00,6958.608333333334,39191176.0,39.191176,6919.417157333333,0.5632042230666333
34,2019-07-13 10:00:00,7255.491666666666,33926260.0,33.92626,7221.565406666666,0.4675942246045812
35,2019-07-13 11:00:00,7460.683333333333,31316956.0,31.316956,7429.366377333334,0.41975988794592095
36,2019-07-13 12:00:00,7617.483333333334,23809804.0,23.809804,7593.673529333333,0.31256785158702893
37,2019-07-13 13:00:00,7683.441666666666,21923576.0,21.923576,7661.518090666666,0.28533536078124716
38,2019-07-13 14:00:00,7811.533333333334,9650029.0,9.650029,7801.883304333333,0.12353565667858636
39,2019-07-13 15:00:00,7939.091666666667,221623.81,0.2216238125,7938.870042854167,0.0027915512479912163
40,2019-07-13 16:00:00,8022.058333333333,0.0,0.0,8022.058333333333,0.0
41,2019-07-13 17:00:00,8049.974999999999,775588.06,0.7755880625,8049.1994119374995,0.009634664238087697
42,2019-07-13 18:00:00,7967.9000000000015,5091908.0,5.091908,7962.808092000001,0.0639052698954555
43,2019-07-13 19:00:00,7468.643749999999,13095058.0,13.095058,7455.548691999999,0.17533381479067067
44,2019-07-13 20:00:00,7301.08,33368488.0,33.368488,7267.711512,0.45703495921151394
45,2019-07-13 21:00:00,7278.815384615384,49567428.0,49.567428,7229.247956615383,0.6809820744288484
46,2019-07-13 22:00:00,7256.2,54929484.0,54.929484,7201.270516,0.7570006890659022
