,Time,Total Load,Power,Power Generation (MW),Net Load,Load Reduction %
0,2013-01-18 00:00:00,4852.390909090908,0.0,0.0,4852.390909090908,0.0
1,2013-01-18 01:00:00,4633.416666666667,444454.0,0.444454,4632.972212666667,0.009592359849642991
2,2013-01-18 02:00:00,4484.45,33730290.0,33.730288,4450.719712,0.7521610899887389
3,2013-01-18 03:00:00,4429.349999999999,21657902.0,21.657902,4407.6920979999995,0.48896343707315976
4,2013-01-18 04:00:00,4438.033333333333,33898584.0,33.898584,4404.134749333333,0.7638199502782765
5,2013-01-18 05:00:00,4666.708333333333,42200456.0,42.200456,4624.507877333333,0.9042874117195383
6,2013-01-18 06:00:00,5233.814285714286,37688870.0,37.688872,5196.125413714286,0.7201033499196162
7,2013-01-18 07:00:00,5832.599999999999,36678096.0,36.678096,5795.921904,0.628846414977883
8,2013-01-18 08:00:00,6212.091666666667,35282210.0,35.282208,6176.8094586666675,0.5679601959082488
9,2013-01-18 09:00:00,6483.108333333334,33499108.0,33.499108,6449.609225333334,0.5167136854363841
10,2013-01-18 10:00:00,6600.941666666666,37158044.0,37.158044,6563.783622666666,0.5629203510105251
11,2013-01-18 11:00:00,6656.425,45824710.0,45.824712,6610.600288000001,0.6884282779419884
12,2013-01-18 12:00:00,6661.858333333333,51297810.0,51.297808,6610.560525333332,0.7700224987272072
13,2013-01-18 13:00:00,6633.374999999999,53862016.0,53.862016,6579.512983999999,0.8119850905459138
14,2013-01-18 14:00:00,6590.866666666666,55205420.0,55.20542,6535.661246666666,0.8376048673416748
15,2013-01-18 15:00:00,6585.083333333333,61419708.0,61.419708,6523.663625333333,0.932709654395667
16,2013-01-18 16:00:00,6671.208333333333,53682670.0,53.682672,6617.525661333333,0.8046918836542605
17,2013-01-18 17:00:00,6857.941666666667,53903212.0,53.903212,6804.038454666666,0.7859969451475358
18,2013-01-18 18:00:00,6786.125,45305600.0,45.3056,6740.8194,0.6676210650408001
19,2013-01-18 19:00:00,6580.750000000001,50385572.0,50.385572,6530.364428000001,0.7656509060517418
20,2013-01-18 20:00:00,6322.925,50630550.0,50.630552,6272.294448000001,0.8007457308128754
21,2013-01-18 21:00:00,6151.050000000002,29071504.0,29.071504,6121.978496000002,0.47262668975215605
22,2013-01-18 22:00:00,5848.7,3918097.0,3.918097,5844.781903,0.06699090396156411
23,2013-01-18 23:00:00,5475.999999999999,2280398.0,2.280398,5473.719601999999,0.04164349890430972
24,2013-01-19 00:00:00,5104.729411764706,1959218.5,1.9592185,5102.770193264706,0.038380457453526376
25,2013-01-19 01:00:00,4863.075,5597241.5,5.5972415,4857.4777585,0.11509675462541705
26,2013-01-19 02:00:00,4678.916666666667,21393094.0,21.393094,4657.523572666667,0.457223231873475
27,2013-01-19 03:00:00,4577.808333333333,34675540.0,34.67554,4543.132793333333,0.7574703324188976
