Eastern Date Hour,Zone Name,DAM Forecast Load,GMT Start Hour
4/25/2019 20:00,HUD VL,1003,0
4/25/2019 20:00,LONGIL,2197,0
4/25/2019 20:00,MHK VL,698,0
4/25/2019 20:00,MILLWD,258,0
4/25/2019 20:00,N.Y.C.,5479,0
4/25/2019 20:00,NORTH,515,0
4/25/2019 20:00,WEST,1570,0
4/25/2019 21:00,CAPITL,1190,1
4/25/2019 21:00,CENTRL,1601,1
4/25/2019 21:00,DUNWOD,610,1
4/25/2019 21:00,GENESE,1013,1
4/25/2019 21:00,HUD VL,961,1
4/25/2019 21:00,LONGIL,2097,1
4/25/2019 21:00,MHK VL,662,1
4/25/2019 21:00,MILLWD,245,1
4/25/2019 21:00,N.Y.C.,5301,1
4/25/2019 21:00,NORTH,503,1
4/25/2019 21:00,WEST,1551,1
4/25/2019 22:00,CAPITL,1091,2
4/25/2019 22:00,CENTRL,1483,2
4/25/2019 22:00,DUNWOD,554,2
4/25/2019 22:00,GENESE,936,2
4/25/2019 22:00,HUD VL,879,2
4/25/2019 22:00,LONGIL,1908,2
4/25/2019 22:00,MHK VL,601,2
4/25/2019 22:00,MILLWD,218,2
4/25/2019 22:00,N.Y.C.,4994,2
4/25/2019 22:00,NORTH,483,2
4/25/2019 22:00,WEST,1471,2
4/25/2019 23:00,CAPITL,1002,3
4/25/2019 23:00,CENTRL,1376,3
4/25/2019 23:00,DUNWOD,497,3
4/25/2019 23:00,GENESE,865,3
4/25/2019 23:00,HUD VL,799,3
4/25/2019 23:00,LONGIL,1717,3
4/25/2019 23:00,MHK VL,546,3
4/25/2019 23:00,MILLWD,192,3
4/25/2019 23:00,N.Y.C.,4615,3
4/25/2019 23:00,NORTH,468,3
4/25/2019 23:00,WEST,1381,3
4/26/2019 0:00,CAPITL,950,4
4/26/2019 0:00,CENTRL,1316,4
4/26/2019 0:00,DUNWOD,461,4
4/26/2019 0:00,GENESE,822,4
4/26/2019 0:00,HUD VL,749,4
4/26/2019 0:00,LONGIL,1592,4
4/26/2019 0:00,MHK VL,525,4
4/26/2019 0:00,MILLWD,182,4
4/26/2019 0:00,N.Y.C.,4326,4
4/26/2019 0:00,NORTH,445,4
4/26/2019 0:00,WEST,1350,4
4/26/2019 1:00,CAPITL,918,5
4/26/2019 1:00,CENTRL,1280,5
4/26/2019 1:00,DUNWOD,438,5
4/26/2019 1:00,GENESE,793,5
4/26/2019 1:00,HUD VL,714,5
4/26/2019 1:00,LONGIL,1512,5
4/26/2019 1:00,MHK VL,509,5
4/26/2019 1:00,MILLWD,173,5
4/26/2019 1:00,N.Y.C.,4105,5
4/26/2019 1:00,NORTH,440,5
4/26/2019 1:00,WEST,1316,5
4/26/2019 2:00,CAPITL,900,6
4/26/2019 2:00,CENTRL,1254,6
4/26/2019 2:00,DUNWOD,426,6
4/26/2019 2:00,GENESE,777,6
4/26/2019 2:00,HUD VL,696,6
4/26/2019 2:00,LONGIL,1463,6
4/26/2019 2:00,MHK VL,498,6
4/26/2019 2:00,MILLWD,168,6
4/26/2019 2:00,N.Y.C.,3971,6
4/26/2019 2:00,NORTH,439,6
4/26/2019 2:00,WEST,1297,6
4/26/2019 3:00,CAPITL,896,7
4/26/2019 3:00,CENTRL,1245,7
4/26/2019 3:00,DUNWOD,419,7
4/26/2019 3:00,GENESE,772,7
4/26/2019 3:00,HUD VL,689,7
4/26/2019 3:00,LONGIL,1444,7
4/26/2019 3:00,MHK VL,496,7
4/26/2019 3:00,MILLWD,165,7
4/26/2019 3:00,N.Y.C.,3904,7
4/26/2019 3:00,NORTH,438,7
4/26/2019 3:00,WEST,1288,7
4/26/2019 4:00,CAPITL,914,8
4/26/2019 4:00,CENTRL,1271,8
4/26/2019 4:00,DUNWOD,425,8
4/26/2019 4:00,GENESE,786,8
4/26/2019 4:00,HUD VL,698,8
4/26/2019 4:00,LONGIL,1470,8
4/26/2019 4:00,MHK VL,510,8
4/26/2019 4:00,MILLWD,169,8
4/26/2019 4:00,N.Y.C.,3917,8
4/26/2019 4:00,NORTH,444,8
4/26/2019 4:00,WEST,1303,8
4/26/2019 5:00,CAPITL,978,9
4/26/2019 5:00,CENTRL,1361,9
4/26/2019 5:00,DUNWOD,459,9
4/26/2019 5:00,GENESE,841,9
4/26/2019 5:00,HUD VL,747,9
4/26/2019 5:00,LONGIL,1573,9
4/26/2019 5:00,MHK VL,560,9
4/26/2019 5:00,MILLWD,186,9
4/26/2019 5:00,N.Y.C.,4111,9
4/26/2019 5:00,NORTH,461,9
4/26/2019 5:00,WEST,1363,9
4/26/2019 6:00,CAPITL,1095,10
4/26/2019 6:00,CENTRL,1511,10
4/26/2019 6:00,DUNWOD,525,10
4/26/2019 6:00,GENESE,925,10
4/26/2019 6:00,HUD VL,829,10
4/26/2019 6:00,LONGIL,1742,10
4/26/2019 6:00,MHK VL,641,10
4/26/2019 6:00,MILLWD,217,10
4/26/2019 6:00,N.Y.C.,4546,10
4/26/2019 6:00,NORTH,487,10
4/26/2019 6:00,WEST,1461,10
4/26/2019 7:00,CAPITL,1182,11
4/26/2019 7:00,CENTRL,1609,11
4/26/2019 7:00,DUNWOD,593,11
4/26/2019 7:00,GENESE,985,11
4/26/2019 7:00,HUD VL,899,11
4/26/2019 7:00,LONGIL,1904,11
4/26/2019 7:00,MHK VL,697,11
4/26/2019 7:00,MILLWD,240,11
4/26/2019 7:00,N.Y.C.,5057,11
4/26/2019 7:00,NORTH,501,11
4/26/2019 7:00,WEST,1541,11
4/26/2019 8:00,CAPITL,1212,12
4/26/2019 8:00,CENTRL,1645,12
4/26/2019 8:00,DUNWOD,620,12
4/26/2019 8:00,GENESE,1020,12
4/26/2019 8:00,HUD VL,938,12
4/26/2019 8:00,LONGIL,1992,12
4/26/2019 8:00,MHK VL,715,12
4/26/2019 8:00,MILLWD,250,12
4/26/2019 8:00,N.Y.C.,5418,12
4/26/2019 8:00,NORTH,502,12
4/26/2019 8:00,WEST,1590,12
4/26/2019 9:00,CAPITL,1226,13
4/26/2019 9:00,CENTRL,1662,13
4/26/2019 9:00,DUNWOD,636,13
4/26/2019 9:00,GENESE,1036,13
4/26/2019 9:00,HUD VL,961,13
4/26/2019 9:00,LONGIL,2038,13
4/26/2019 9:00,MHK VL,722,13
4/26/2019 9:00,MILLWD,256,13
4/26/2019 9:00,N.Y.C.,5636,13
4/26/2019 9:00,NORTH,501,13
4/26/2019 9:00,WEST,1614,13
4/26/2019 10:00,CAPITL,1237,14
4/26/2019 10:00,CENTRL,1672,14
4/26/2019 10:00,DUNWOD,646,14
4/26/2019 10:00,GENESE,1046,14
4/26/2019 10:00,HUD VL,977,14
4/26/2019 10:00,LONGIL,2063,14
4/26/2019 10:00,MHK VL,723,14
4/26/2019 10:00,MILLWD,259,14
4/26/2019 10:00,N.Y.C.,5722,14
4/26/2019 10:00,NORTH,498,14
4/26/2019 10:00,WEST,1629,14
4/26/2019 11:00,CAPITL,1237,15
4/26/2019 11:00,CENTRL,1667,15
4/26/2019 11:00,DUNWOD,646,15
4/26/2019 11:00,GENESE,1045,15
4/26/2019 11:00,HUD VL,983,15
4/26/2019 11:00,LONGIL,2056,15
4/26/2019 11:00,MHK VL,716,15
4/26/2019 11:00,MILLWD,259,15
4/26/2019 11:00,N.Y.C.,5763,15
4/26/2019 11:00,NORTH,498,15
4/26/2019 11:00,WEST,1627,15
4/26/2019 12:00,CAPITL,1223,16
4/26/2019 12:00,CENTRL,1648,16
4/26/2019 12:00,DUNWOD,641,16
4/26/2019 12:00,GENESE,1033,16
4/26/2019 12:00,HUD VL,972,16
4/26/2019 12:00,LONGIL,2030,16
4/26/2019 12:00,MHK VL,706,16
4/26/2019 12:00,MILLWD,256,16
4/26/2019 12:00,N.Y.C.,5770,16
4/26/2019 12:00,NORTH,497,16
4/26/2019 12:00,WEST,1607,16
4/26/2019 13:00,CAPITL,1213,17
4/26/2019 13:00,CENTRL,1633,17
4/26/2019 13:00,DUNWOD,635,17
4/26/2019 13:00,GENESE,1024,17
4/26/2019 13:00,HUD VL,967,17
4/26/2019 13:00,LONGIL,2007,17
4/26/2019 13:00,MHK VL,698,17
4/26/2019 13:00,MILLWD,253,17
4/26/2019 13:00,N.Y.C.,5762,17
4/26/2019 13:00,NORTH,494,17
4/26/2019 13:00,WEST,1604,17
4/26/2019 14:00,CAPITL,1196,18
4/26/2019 14:00,CENTRL,1607,18
4/26/2019 14:00,DUNWOD,628,18
4/26/2019 14:00,GENESE,1008,18
4/26/2019 14:00,HUD VL,955,18
4/26/2019 14:00,LONGIL,1992,18
4/26/2019 14:00,MHK VL,684,18
4/26/2019 14:00,MILLWD,250,18
4/26/2019 14:00,N.Y.C.,5734,18
4/26/2019 14:00,NORTH,488,18
4/26/2019 14:00,WEST,1586,18
4/26/2019 15:00,CAPITL,1186,19
4/26/2019 15:00,CENTRL,1579,19
4/26/2019 15:00,DUNWOD,624,19
4/26/2019 15:00,GENESE,988,19
4/26/2019 15:00,HUD VL,945,19
4/26/2019 15:00,LONGIL,1988,19
4/26/2019 15:00,MHK VL,673,19
4/26/2019 15:00,MILLWD,248,19
4/26/2019 15:00,N.Y.C.,5732,19
4/26/2019 15:00,NORTH,483,19
4/26/2019 15:00,WEST,1557,19
4/26/2019 16:00,CAPITL,1182,20
4/26/2019 16:00,CENTRL,1563,20
4/26/2019 16:00,DUNWOD,622,20
4/26/2019 16:00,GENESE,975,20
4/26/2019 16:00,HUD VL,941,20
4/26/2019 16:00,LONGIL,2001,20
4/26/2019 16:00,MHK VL,669,20
4/26/2019 16:00,MILLWD,249,20
4/26/2019 16:00,N.Y.C.,5736,20
4/26/2019 16:00,NORTH,483,20
4/26/2019 16:00,WEST,1543,20
4/26/2019 17:00,CAPITL,1182,21
4/26/2019 17:00,CENTRL,1548,21
4/26/2019 17:00,DUNWOD,620,21
4/26/2019 17:00,GENESE,967,21
4/26/2019 17:00,HUD VL,943,21
4/26/2019 17:00,LONGIL,2019,21
4/26/2019 17:00,MHK VL,665,21
4/26/2019 17:00,MILLWD,249,21
4/26/2019 17:00,N.Y.C.,5691,21
4/26/2019 17:00,NORTH,484,21
4/26/2019 17:00,WEST,1533,21
4/26/2019 18:00,CAPITL,1175,22
4/26/2019 18:00,CENTRL,1536,22
4/26/2019 18:00,DUNWOD,620,22
4/26/2019 18:00,GENESE,958,22
4/26/2019 18:00,HUD VL,945,22
4/26/2019 18:00,LONGIL,2053,22
4/26/2019 18:00,MHK VL,661,22
4/26/2019 18:00,MILLWD,252,22
4/26/2019 18:00,N.Y.C.,5530,22
4/26/2019 18:00,NORTH,483,22
4/26/2019 18:00,WEST,1525,22
4/26/2019 19:00,CAPITL,1177,23
4/26/2019 19:00,CENTRL,1532,23
4/26/2019 19:00,DUNWOD,623,23
4/26/2019 19:00,GENESE,956,23
4/26/2019 19:00,HUD VL,963,23
4/26/2019 19:00,LONGIL,2107,23
4/26/2019 19:00,MHK VL,664,23
4/26/2019 19:00,MILLWD,256,23
4/26/2019 19:00,N.Y.C.,5441,23
4/26/2019 19:00,NORTH,485,23
4/26/2019 19:00,WEST,1529,23
4/26/2019 20:00,CAPITL,1209,0
4/26/2019 20:00,CENTRL,1580,0
4/26/2019 20:00,DUNWOD,640,0
4/26/2019 20:00,GENESE,996,0
4/26/2019 20:00,HUD VL,1007,0
4/26/2019 20:00,LONGIL,2185,0
4/26/2019 20:00,MHK VL,684,0
4/26/2019 20:00,MILLWD,263,0
4/26/2019 20:00,N.Y.C.,5420,0
4/26/2019 20:00,NORTH,493,0
4/26/2019 20:00,WEST,1581,0
4/26/2019 21:00,CAPITL,1156,1
4/26/2019 21:00,CENTRL,1530,1
4/26/2019 21:00,DUNWOD,611,1
4/26/2019 21:00,GENESE,969,1
4/26/2019 21:00,HUD VL,969,1
4/26/2019 21:00,LONGIL,2097,1
4/26/2019 21:00,MHK VL,651,1
4/26/2019 21:00,MILLWD,252,1
4/26/2019 21:00,N.Y.C.,5246,1
4/26/2019 21:00,NORTH,483,1
4/26/2019 21:00,WEST,1570,1
4/26/2019 22:00,CAPITL,1075,2
4/26/2019 22:00,CENTRL,1438,2
4/26/2019 22:00,DUNWOD,564,2
4/26/2019 22:00,GENESE,909,2
4/26/2019 22:00,HUD VL,898,2
4/26/2019 22:00,LONGIL,1941,2
4/26/2019 22:00,MHK VL,597,2
4/26/2019 22:00,MILLWD,230,2
4/26/2019 22:00,N.Y.C.,4989,2
4/26/2019 22:00,NORTH,467,2
4/26/2019 22:00,WEST,1506,2
4/26/2019 23:00,CAPITL,994,3
4/26/2019 23:00,CENTRL,1345,3
4/26/2019 23:00,DUNWOD,512,3
4/26/2019 23:00,GENESE,848,3
4/26/2019 23:00,HUD VL,819,3
4/26/2019 23:00,LONGIL,1764,3
4/26/2019 23:00,MHK VL,543,3
4/26/2019 23:00,MILLWD,206,3
4/26/2019 23:00,N.Y.C.,4669,3
4/26/2019 23:00,NORTH,454,3
4/26/2019 23:00,WEST,1424,3
4/27/2019 0:00,CAPITL,965,4
4/27/2019 0:00,CENTRL,1321,4
4/27/2019 0:00,DUNWOD,468,4
4/27/2019 0:00,GENESE,827,4
4/27/2019 0:00,HUD VL,763,4
4/27/2019 0:00,LONGIL,1628,4
4/27/2019 0:00,MHK VL,533,4
4/27/2019 0:00,MILLWD,193,4
4/27/2019 0:00,N.Y.C.,4424,4
4/27/2019 0:00,NORTH,447,4
4/27/2019 0:00,WEST,1340,4
4/27/2019 1:00,CAPITL,932,5
4/27/2019 1:00,CENTRL,1286,5
4/27/2019 1:00,DUNWOD,444,5
4/27/2019 1:00,GENESE,797,5
4/27/2019 1:00,HUD VL,730,5
4/27/2019 1:00,LONGIL,1536,5
4/27/2019 1:00,MHK VL,515,5
4/27/2019 1:00,MILLWD,183,5
4/27/2019 1:00,N.Y.C.,4206,5
4/27/2019 1:00,NORTH,445,5
4/27/2019 1:00,WEST,1303,5
4/27/2019 2:00,CAPITL,913,6
4/27/2019 2:00,CENTRL,1260,6
4/27/2019 2:00,DUNWOD,428,6
4/27/2019 2:00,GENESE,780,6
4/27/2019 2:00,HUD VL,712,6
4/27/2019 2:00,LONGIL,1484,6
4/27/2019 2:00,MHK VL,503,6
4/27/2019 2:00,MILLWD,177,6
4/27/2019 2:00,N.Y.C.,4064,6
4/27/2019 2:00,NORTH,444,6
4/27/2019 2:00,WEST,1281,6
4/27/2019 3:00,CAPITL,906,7
4/27/2019 3:00,CENTRL,1249,7
4/27/2019 3:00,DUNWOD,419,7
4/27/2019 3:00,GENESE,774,7
4/27/2019 3:00,HUD VL,704,7
4/27/2019 3:00,LONGIL,1456,7
4/27/2019 3:00,MHK VL,498,7
4/27/2019 3:00,MILLWD,173,7
4/27/2019 3:00,N.Y.C.,3979,7
4/27/2019 3:00,NORTH,442,7
4/27/2019 3:00,WEST,1270,7
4/27/2019 4:00,CAPITL,912,8
4/27/2019 4:00,CENTRL,1260,8
4/27/2019 4:00,DUNWOD,418,8
4/27/2019 4:00,GENESE,780,8
4/27/2019 4:00,HUD VL,706,8
4/27/2019 4:00,LONGIL,1459,8
4/27/2019 4:00,MHK VL,506,8
4/27/2019 4:00,MILLWD,174,8
4/27/2019 4:00,N.Y.C.,3948,8
4/27/2019 4:00,NORTH,445,8
4/27/2019 4:00,WEST,1273,8
4/27/2019 5:00,CAPITL,935,9
4/27/2019 5:00,CENTRL,1302,9
4/27/2019 5:00,DUNWOD,430,9
4/27/2019 5:00,GENESE,807,9
4/27/2019 5:00,HUD VL,723,9
4/27/2019 5:00,LONGIL,1491,9
4/27/2019 5:00,MHK VL,529,9
4/27/2019 5:00,MILLWD,180,9
4/27/2019 5:00,N.Y.C.,3991,9
4/27/2019 5:00,NORTH,453,9
4/27/2019 5:00,WEST,1299,9
4/27/2019 6:00,CAPITL,972,10
4/27/2019 6:00,CENTRL,1359,10
4/27/2019 6:00,DUNWOD,447,10
4/27/2019 6:00,GENESE,839,10
4/27/2019 6:00,HUD VL,746,10
4/27/2019 6:00,LONGIL,1534,10
4/27/2019 6:00,MHK VL,564,10
4/27/2019 6:00,MILLWD,190,10
4/27/2019 6:00,N.Y.C.,4099,10
4/27/2019 6:00,NORTH,464,10
4/27/2019 6:00,WEST,1331,10
4/27/2019 7:00,CAPITL,1031,11
4/27/2019 7:00,CENTRL,1430,11
4/27/2019 7:00,DUNWOD,481,11
4/27/2019 7:00,GENESE,883,11
4/27/2019 7:00,HUD VL,791,11
4/27/2019 7:00,LONGIL,1626,11
4/27/2019 7:00,MHK VL,614,11
4/27/2019 7:00,MILLWD,205,11
4/27/2019 7:00,N.Y.C.,4312,11
4/27/2019 7:00,NORTH,476,11
4/27/2019 7:00,WEST,1377,11
4/27/2019 8:00,CAPITL,1102,12
4/27/2019 8:00,CENTRL,1514,12
4/27/2019 8:00,DUNWOD,524,12
4/27/2019 8:00,GENESE,942,12
4/27/2019 8:00,HUD VL,844,12
4/27/2019 8:00,LONGIL,1746,12
4/27/2019 8:00,MHK VL,669,12
4/27/2019 8:00,MILLWD,222,12
4/27/2019 8:00,N.Y.C.,4588,12
4/27/2019 8:00,NORTH,487,12
4/27/2019 8:00,WEST,1442,12
4/27/2019 9:00,CAPITL,1150,13
4/27/2019 9:00,CENTRL,1571,13
4/27/2019 9:00,DUNWOD,556,13
4/27/2019 9:00,GENESE,982,13
4/27/2019 9:00,HUD VL,883,13
4/27/2019 9:00,LONGIL,1828,13
4/27/2019 9:00,MHK VL,704,13
4/27/2019 9:00,MILLWD,236,13
4/27/2019 9:00,N.Y.C.,4813,13
4/27/2019 9:00,NORTH,492,13
4/27/2019 9:00,WEST,1487,13
4/27/2019 10:00,CAPITL,1169,14
4/27/2019 10:00,CENTRL,1600,14
4/27/2019 10:00,DUNWOD,574,14
4/27/2019 10:00,GENESE,1003,14
4/27/2019 10:00,HUD VL,901,14
4/27/2019 10:00,LONGIL,1860,14
4/27/2019 10:00,MHK VL,718,14
4/27/2019 10:00,MILLWD,243,14
4/27/2019 10:00,N.Y.C.,4968,14
4/27/2019 10:00,NORTH,493,14
4/27/2019 10:00,WEST,1510,14
4/27/2019 11:00,CAPITL,1172,15
4/27/2019 11:00,CENTRL,1606,15
4/27/2019 11:00,DUNWOD,581,15
4/27/2019 11:00,GENESE,1005,15
4/27/2019 11:00,HUD VL,908,15
4/27/2019 11:00,LONGIL,1876,15
4/27/2019 11:00,MHK VL,716,15
4/27/2019 11:00,MILLWD,247,15
4/27/2019 11:00,N.Y.C.,5042,15
4/27/2019 11:00,NORTH,494,15
4/27/2019 11:00,WEST,1510,15
4/27/2019 12:00,CAPITL,1161,16
4/27/2019 12:00,CENTRL,1595,16
4/27/2019 12:00,DUNWOD,579,16
4/27/2019 12:00,GENESE,996,16
4/27/2019 12:00,HUD VL,900,16
4/27/2019 12:00,LONGIL,1853,16
4/27/2019 12:00,MHK VL,708,16
4/27/2019 12:00,MILLWD,246,16
4/27/2019 12:00,N.Y.C.,5059,16
4/27/2019 12:00,NORTH,493,16
4/27/2019 12:00,WEST,1498,16
4/27/2019 13:00,CAPITL,1145,17
4/27/2019 13:00,CENTRL,1572,17
4/27/2019 13:00,DUNWOD,571,17
4/27/2019 13:00,GENESE,985,17
4/27/2019 13:00,HUD VL,889,17
4/27/2019 13:00,LONGIL,1821,17
4/27/2019 13:00,MHK VL,695,17
4/27/2019 13:00,MILLWD,243,17
4/27/2019 13:00,N.Y.C.,5031,17
4/27/2019 13:00,NORTH,490,17
4/27/2019 13:00,WEST,1487,17
4/27/2019 14:00,CAPITL,1131,18
4/27/2019 14:00,CENTRL,1552,18
4/27/2019 14:00,DUNWOD,564,18
4/27/2019 14:00,GENESE,972,18
4/27/2019 14:00,HUD VL,875,18
4/27/2019 14:00,LONGIL,1796,18
4/27/2019 14:00,MHK VL,682,18
4/27/2019 14:00,MILLWD,239,18
4/27/2019 14:00,N.Y.C.,4997,18
4/27/2019 14:00,NORTH,485,18
4/27/2019 14:00,WEST,1475,18
4/27/2019 15:00,CAPITL,1129,19
4/27/2019 15:00,CENTRL,1539,19
4/27/2019 15:00,DUNWOD,559,19
4/27/2019 15:00,GENESE,961,19
4/27/2019 15:00,HUD VL,870,19
4/27/2019 15:00,LONGIL,1789,19
4/27/2019 15:00,MHK VL,679,19
4/27/2019 15:00,MILLWD,237,19
4/27/2019 15:00,N.Y.C.,4969,19
4/27/2019 15:00,NORTH,483,19
4/27/2019 15:00,WEST,1459,19
4/27/2019 16:00,CAPITL,1138,20
4/27/2019 16:00,CENTRL,1542,20
4/27/2019 16:00,DUNWOD,558,20
4/27/2019 16:00,GENESE,960,20
4/27/2019 16:00,HUD VL,873,20
4/27/2019 16:00,LONGIL,1807,20
4/27/2019 16:00,MHK VL,688,20
4/27/2019 16:00,MILLWD,238,20
4/27/2019 16:00,N.Y.C.,4956,20
4/27/2019 16:00,NORTH,486,20
4/27/2019 16:00,WEST,1461,20
4/27/2019 17:00,CAPITL,1157,21
4/27/2019 17:00,CENTRL,1544,21
4/27/2019 17:00,DUNWOD,561,21
4/27/2019 17:00,GENESE,961,21
4/27/2019 17:00,HUD VL,884,21
4/27/2019 17:00,LONGIL,1843,21
4/27/2019 17:00,MHK VL,697,21
4/27/2019 17:00,MILLWD,240,21
4/27/2019 17:00,N.Y.C.,4947,21
4/27/2019 17:00,NORTH,489,21
4/27/2019 17:00,WEST,1463,21
4/27/2019 18:00,CAPITL,1164,22
4/27/2019 18:00,CENTRL,1542,22
4/27/2019 18:00,DUNWOD,561,22
4/27/2019 18:00,GENESE,954,22
4/27/2019 18:00,HUD VL,892,22
4/27/2019 18:00,LONGIL,1877,22
4/27/2019 18:00,MHK VL,698,22
4/27/2019 18:00,MILLWD,242,22
4/27/2019 18:00,N.Y.C.,4937,22
4/27/2019 18:00,NORTH,491,22
4/27/2019 18:00,WEST,1457,22
4/27/2019 19:00,CAPITL,1176,23
4/27/2019 19:00,CENTRL,1548,23
4/27/2019 19:00,DUNWOD,572,23
4/27/2019 19:00,GENESE,955,23
4/27/2019 19:00,HUD VL,911,23
4/27/2019 19:00,LONGIL,1941,23
4/27/2019 19:00,MHK VL,702,23
4/27/2019 19:00,MILLWD,246,23
4/27/2019 19:00,N.Y.C.,4962,23
4/27/2019 19:00,NORTH,494,23
4/27/2019 19:00,WEST,1465,23
4/27/2019 20:00,CAPITL,1210,0
4/27/2019 20:00,CENTRL,1612,0
4/27/2019 20:00,DUNWOD,597,0
4/27/2019 20:00,GENESE,1004,0
4/27/2019 20:00,HUD VL,952,0
4/27/2019 20:00,LONGIL,2034,0
4/27/2019 20:00,MHK VL,727,0
4/27/2019 20:00,MILLWD,254,0
4/27/2019 20:00,N.Y.C.,5031,0
4/27/2019 20:00,NORTH,503,0
4/27/2019 20:00,WEST,1527,0
4/27/2019 21:00,CAPITL,1172,1
4/27/2019 21:00,CENTRL,1573,1
4/27/2019 21:00,DUNWOD,581,1
4/27/2019 21:00,GENESE,984,1
4/27/2019 21:00,HUD VL,928,1
4/27/2019 21:00,LONGIL,1974,1
4/27/2019 21:00,MHK VL,700,1
4/27/2019 21:00,MILLWD,248,1
4/27/2019 21:00,N.Y.C.,4942,1
4/27/2019 21:00,NORTH,496,1
4/27/2019 21:00,WEST,1520,1
4/27/2019 22:00,CAPITL,1109,2
4/27/2019 22:00,CENTRL,1492,2
4/27/2019 22:00,DUNWOD,549,2
4/27/2019 22:00,GENESE,928,2
4/27/2019 22:00,HUD VL,876,2
4/27/2019 22:00,LONGIL,1857,2
4/27/2019 22:00,MHK VL,651,2
4/27/2019 22:00,MILLWD,233,2
4/27/2019 22:00,N.Y.C.,4767,2
4/27/2019 22:00,NORTH,485,2
4/27/2019 22:00,WEST,1466,2
4/27/2019 23:00,CAPITL,1044,3
4/27/2019 23:00,CENTRL,1411,3
4/27/2019 23:00,DUNWOD,510,3
4/27/2019 23:00,GENESE,867,3
4/27/2019 23:00,HUD VL,820,3
4/27/2019 23:00,LONGIL,1721,3
4/27/2019 23:00,MHK VL,601,3
4/27/2019 23:00,MILLWD,216,3
4/27/2019 23:00,N.Y.C.,4538,3
4/27/2019 23:00,NORTH,476,3
4/27/2019 23:00,WEST,1393,3
4/28/2019 0:00,CAPITL,989,4
4/28/2019 0:00,CENTRL,1348,4
4/28/2019 0:00,DUNWOD,456,4
4/28/2019 0:00,GENESE,807,4
4/28/2019 0:00,HUD VL,770,4
4/28/2019 0:00,LONGIL,1579,4
4/28/2019 0:00,MHK VL,554,4
4/28/2019 0:00,MILLWD,190,4
4/28/2019 0:00,N.Y.C.,4328,4
4/28/2019 0:00,NORTH,465,4
4/28/2019 0:00,WEST,1301,4
4/28/2019 1:00,CAPITL,958,5
4/28/2019 1:00,CENTRL,1318,5
4/28/2019 1:00,DUNWOD,432,5
4/28/2019 1:00,GENESE,778,5
4/28/2019 1:00,HUD VL,736,5
4/28/2019 1:00,LONGIL,1493,5
4/28/2019 1:00,MHK VL,537,5
4/28/2019 1:00,MILLWD,179,5
4/28/2019 1:00,N.Y.C.,4137,5
4/28/2019 1:00,NORTH,462,5
4/28/2019 1:00,WEST,1265,5
4/28/2019 2:00,CAPITL,942,6
4/28/2019 2:00,CENTRL,1299,6
4/28/2019 2:00,DUNWOD,417,6
4/28/2019 2:00,GENESE,763,6
4/28/2019 2:00,HUD VL,718,6
4/28/2019 2:00,LONGIL,1443,6
4/28/2019 2:00,MHK VL,528,6
4/28/2019 2:00,MILLWD,174,6
4/28/2019 2:00,N.Y.C.,4007,6
4/28/2019 2:00,NORTH,461,6
4/28/2019 2:00,WEST,1248,6
4/28/2019 3:00,CAPITL,937,7
4/28/2019 3:00,CENTRL,1290,7
4/28/2019 3:00,DUNWOD,409,7
4/28/2019 3:00,GENESE,757,7
4/28/2019 3:00,HUD VL,710,7
4/28/2019 3:00,LONGIL,1415,7
4/28/2019 3:00,MHK VL,526,7
4/28/2019 3:00,MILLWD,170,7
4/28/2019 3:00,N.Y.C.,3928,7
4/28/2019 3:00,NORTH,460,7
4/28/2019 3:00,WEST,1238,7
4/28/2019 4:00,CAPITL,942,8
4/28/2019 4:00,CENTRL,1296,8
4/28/2019 4:00,DUNWOD,409,8
4/28/2019 4:00,GENESE,761,8
4/28/2019 4:00,HUD VL,711,8
4/28/2019 4:00,LONGIL,1414,8
4/28/2019 4:00,MHK VL,532,8
4/28/2019 4:00,MILLWD,171,8
4/28/2019 4:00,N.Y.C.,3894,8
4/28/2019 4:00,NORTH,463,8
4/28/2019 4:00,WEST,1239,8
4/28/2019 5:00,CAPITL,960,9
4/28/2019 5:00,CENTRL,1325,9
4/28/2019 5:00,DUNWOD,419,9
4/28/2019 5:00,GENESE,779,9
4/28/2019 5:00,HUD VL,726,9
4/28/2019 5:00,LONGIL,1434,9
4/28/2019 5:00,MHK VL,550,9
4/28/2019 5:00,MILLWD,175,9
4/28/2019 5:00,N.Y.C.,3919,9
4/28/2019 5:00,NORTH,472,9
4/28/2019 5:00,WEST,1256,9
4/28/2019 6:00,CAPITL,986,10
4/28/2019 6:00,CENTRL,1363,10
4/28/2019 6:00,DUNWOD,431,10
4/28/2019 6:00,GENESE,797,10
4/28/2019 6:00,HUD VL,742,10
4/28/2019 6:00,LONGIL,1452,10
4/28/2019 6:00,MHK VL,576,10
4/28/2019 6:00,MILLWD,183,10
4/28/2019 6:00,N.Y.C.,3980,10
4/28/2019 6:00,NORTH,484,10
4/28/2019 6:00,WEST,1271,10
4/28/2019 7:00,CAPITL,1030,11
4/28/2019 7:00,CENTRL,1413,11
4/28/2019 7:00,DUNWOD,453,11
4/28/2019 7:00,GENESE,828,11
4/28/2019 7:00,HUD VL,780,11
4/28/2019 7:00,LONGIL,1512,11
4/28/2019 7:00,MHK VL,614,11
4/28/2019 7:00,MILLWD,194,11
